zipcode,state_name,num_pumas
10707,New York,1
10708,New York,1
10709,New York,1
1071,Massachusetts,1
10710,New York,1
1072,Massachusetts,1
1073,Massachusetts,1
1074,Massachusetts,1
1075,Massachusetts,1
1077,Massachusetts,1
1079,Massachusetts,1
1080,Massachusetts,1
10801,New York,1
10802,New York,1
10803,New York,1
10804,New York,1
10805,New York,1
1081,Massachusetts,1
1082,Massachusetts,1
1083,Massachusetts,1
1084,Massachusetts,1
1085,Massachusetts,1
1086,Massachusetts,1
1088,Massachusetts,1
1089,Massachusetts,1
1090,Massachusetts,1
10901,New York,1
10910,New York,1
10911,New York,1
10912,New York,1
10913,New York,1
10914,New York,1
10915,New York,1
10916,New York,1
10917,New York,1
10918,New York,1
10919,New York,1
1092,Massachusetts,1
10920,New York,1
10921,New York,1
10922,New York,1
10923,New York,1
10924,New York,1
10925,New York,1
10926,New York,1
10927,New York,1
10928,New York,1
1093,Massachusetts,1
10930,New York,1
10931,New York,1
10932,New York,1
10933,New York,1
1094,Massachusetts,1
10940,New York,1
10941,New York,1
10949,New York,1
1095,Massachusetts,1
10950,New York,1
10952,New York,1
10953,New York,1
10954,New York,1
10956,New York,1
10958,New York,1
10959,New York,1
1096,Massachusetts,1
10960,New York,1
10962,New York,1
10963,New York,1
10964,New York,1
10965,New York,1
10968,New York,1
10969,New York,1
1097,Massachusetts,1
10970,New York,1
10973,New York,1
10974,New York,1
10975,New York,1
10976,New York,1
10977,New York,1
10979,New York,1
1098,Massachusetts,1
10980,New York,1
10981,New York,1
10982,New York,1
10983,New York,1
10984,New York,1
10985,New York,1
10986,New York,1
10987,New York,1
10988,New York,1
10989,New York,1
10990,New York,1
10992,New York,1
10993,New York,1
10994,New York,1
10996,New York,1
10997,New York,1
10998,New York,1
11001,New York,1
11002,New York,1
11003,New York,1
11004,New York,1
11005,New York,1
1101,Massachusetts,1
11010,New York,1
1102,Massachusetts,1
11020,New York,1
11021,New York,1
11022,New York,1
11023,New York,1
11024,New York,1
11026,New York,1
11027,New York,1
1103,Massachusetts,1
11030,New York,1
1104,Massachusetts,1
11040,New York,1
11042,New York,1
1105,Massachusetts,1
11050,New York,1
11051,New York,1
11052,New York,1
11053,New York,1
11054,New York,1
11055,New York,1
1106,Massachusetts,1
1107,Massachusetts,1
1108,Massachusetts,1
1109,Massachusetts,1
11096,New York,1
11101,New York,1
11102,New York,1
11103,New York,1
11104,New York,1
11105,New York,1
11106,New York,1
11109,New York,1
1111,Massachusetts,1
11120,New York,1
1115,Massachusetts,1
1116,Massachusetts,1
1118,Massachusetts,1
1119,Massachusetts,1
11201,New York,1
11202,New York,1
11203,New York,1
11204,New York,1
11205,New York,1
11206,New York,1
11207,New York,1
11208,New York,1
11209,New York,1
11210,New York,1
11211,New York,1
11212,New York,1
11213,New York,1
11214,New York,1
11215,New York,1
11216,New York,1
11217,New York,1
11218,New York,1
11219,New York,1
11220,New York,1
11221,New York,1
11222,New York,1
11223,New York,1
11224,New York,1
11225,New York,1
11226,New York,1
11228,New York,1
11229,New York,1
11230,New York,1
11231,New York,1
11232,New York,1
11233,New York,1
11234,New York,1
11235,New York,1
11236,New York,1
11237,New York,1
11238,New York,1
11239,New York,1
11241,New York,1
11242,New York,1
11243,New York,1
11245,New York,1
11247,New York,1
11249,New York,1
11251,New York,1
11252,New York,1
11256,New York,1
1128,Massachusetts,1
1129,Massachusetts,1
11352,New York,1
11354,New York,1
11355,New York,1
11356,New York,1
11357,New York,1
11358,New York,1
11360,New York,1
11361,New York,1
11362,New York,1
11363,New York,1
11364,New York,1
11365,New York,1
11366,New York,1
11367,New York,1
11368,New York,1
11369,New York,1
11370,New York,1
11372,New York,1
11373,New York,1
11374,New York,1
11375,New York,1
11377,New York,1
11378,New York,1
11379,New York,1
1138,Massachusetts,1
11380,New York,1
11381,New York,1
11385,New York,1
11386,New York,1
1139,Massachusetts,1
11405,New York,1
11411,New York,1
11412,New York,1
11413,New York,1
11414,New York,1
11415,New York,1
11416,New York,1
11417,New York,1
11418,New York,1
11419,New York,1
11420,New York,1
11421,New York,1
11422,New York,1
11423,New York,1
11426,New York,1
11427,New York,1
11428,New York,1
11429,New York,1
11430,New York,1
11431,New York,1
11432,New York,1
11433,New York,1
11434,New York,1
11435,New York,1
11436,New York,1
11439,New York,1
1144,Massachusetts,1
11499,New York,1
11501,New York,1
11507,New York,1
11509,New York,1
1151,Massachusetts,1
11510,New York,1
11514,New York,1
11516,New York,1
11518,New York,1
1152,Massachusetts,1
11520,New York,1
11530,New York,1
11531,New York,1
11542,New York,1
11545,New York,1
11547,New York,1
11548,New York,1
11549,New York,1
11550,New York,1
11551,New York,1
11552,New York,1
11553,New York,1
11554,New York,1
11555,New York,1
11556,New York,1
11557,New York,1
11558,New York,1
11559,New York,1
11560,New York,1
11561,New York,1
11563,New York,1
11565,New York,1
11566,New York,1
11568,New York,1
11569,New York,1
11570,New York,1
11571,New York,1
11572,New York,1
11575,New York,1
11576,New York,1
11577,New York,1
11579,New York,1
11580,New York,1
11581,New York,1
11582,New York,1
11590,New York,1
11596,New York,1
11598,New York,1
11599,New York,1
11690,New York,1
11691,New York,1
11692,New York,1
11693,New York,1
11694,New York,1
11695,New York,1
11697,New York,1
11701,New York,1
11702,New York,1
11703,New York,1
11704,New York,1
11705,New York,1
11706,New York,1
11707,New York,1
11709,New York,1
11710,New York,1
11713,New York,1
11714,New York,1
11715,New York,1
11716,New York,1
11717,New York,1
11718,New York,1
11719,New York,1
11720,New York,1
11721,New York,1
11722,New York,1
11724,New York,1
11725,New York,1
11726,New York,1
11727,New York,1
11729,New York,1
11730,New York,1
11731,New York,1
11732,New York,1
11733,New York,1
11735,New York,1
11737,New York,1
11738,New York,1
11739,New York,1
11740,New York,1
11741,New York,1
11742,New York,1
11743,New York,1
11746,New York,1
11747,New York,1
11749,New York,1
11751,New York,1
11752,New York,1
11753,New York,1
11754,New York,1
11755,New York,1
11756,New York,1
11757,New York,1
11758,New York,1
11760,New York,1
11762,New York,1
11763,New York,1
11764,New York,1
11765,New York,1
11766,New York,1
11767,New York,1
11768,New York,1
11769,New York,1
11770,New York,1
11771,New York,1
11772,New York,1
11773,New York,1
11775,New York,1
11776,New York,1
11777,New York,1
11778,New York,1
11779,New York,1
11780,New York,1
11782,New York,1
11783,New York,1
11784,New York,1
11786,New York,1
11787,New York,1
11788,New York,1
11789,New York,1
11790,New York,1
11791,New York,1
11792,New York,1
11793,New York,1
11794,New York,1
11795,New York,1
11796,New York,1
11797,New York,1
11798,New York,1
11801,New York,1
11802,New York,1
11803,New York,1
11804,New York,1
11815,New York,1
11853,New York,1
11901,New York,1
11930,New York,1
11931,New York,1
11932,New York,1
11933,New York,1
11934,New York,1
11935,New York,1
11937,New York,1
11939,New York,1
11940,New York,1
11941,New York,1
11942,New York,1
11944,New York,1
11946,New York,1
11947,New York,1
11948,New York,1
11949,New York,1
11950,New York,1
11951,New York,1
11952,New York,1
11953,New York,1
11954,New York,1
11955,New York,1
11956,New York,1
11957,New York,1
11958,New York,1
11959,New York,1
11960,New York,1
11961,New York,1
11962,New York,1
11963,New York,1
11964,New York,1
11965,New York,1
11967,New York,1
11968,New York,1
11969,New York,1
11970,New York,1
11971,New York,1
11972,New York,1
11973,New York,1
11975,New York,1
11976,New York,1
11977,New York,1
11978,New York,1
11980,New York,1
12007,New York,1
12008,New York,1
12009,New York,1
1201,Massachusetts,1
12010,New York,1
12015,New York,1
12016,New York,1
12017,New York,1
12018,New York,1
12019,New York,1
1202,Massachusetts,1
12020,New York,1
12022,New York,1
12023,New York,1
12024,New York,1
12025,New York,1
12027,New York,1
12028,New York,1
12029,New York,1
1203,Massachusetts,1
12031,New York,1
12032,New York,1
12033,New York,1
12035,New York,1
12036,New York,1
12037,New York,1
12040,New York,1
12041,New York,1
12042,New York,1
12043,New York,1
12045,New York,1
12046,New York,1
12047,New York,1
12050,New York,1
12051,New York,1
12052,New York,1
12053,New York,1
12054,New York,1
12055,New York,1
12056,New York,1
12057,New York,1
12058,New York,1
12059,New York,1
12060,New York,1
12061,New York,1
12062,New York,1
12063,New York,1
12064,New York,1
12065,New York,1
12066,New York,1
12067,New York,1
12068,New York,1
12069,New York,1
12070,New York,1
12071,New York,1
12072,New York,1
12073,New York,1
12074,New York,1
12075,New York,1
12076,New York,1
12077,New York,1
12078,New York,1
12082,New York,1
12083,New York,1
12084,New York,1
12085,New York,1
12086,New York,1
12087,New York,1
12089,New York,1
12090,New York,1
12092,New York,1
12093,New York,1
12094,New York,1
12095,New York,1
12106,New York,1
12107,New York,1
12108,New York,1
12110,New York,1
12115,New York,1
12116,New York,1
12117,New York,1
12118,New York,1
12120,New York,1
12121,New York,1
12122,New York,1
12123,New York,1
12124,New York,1
12125,New York,1
12128,New York,1
12130,New York,1
12131,New York,1
12132,New York,1
12133,New York,1
12134,New York,1
12136,New York,1
12137,New York,1
12138,New York,1
12139,New York,1
12140,New York,1
12141,New York,1
12143,New York,1
12144,New York,1
12147,New York,1
12148,New York,1
12149,New York,1
12150,New York,1
12151,New York,1
12153,New York,1
12154,New York,1
12155,New York,1
12156,New York,1
12157,New York,1
12158,New York,1
12159,New York,1
12160,New York,1
12161,New York,1
12164,New York,1
12165,New York,1
12166,New York,1
12167,New York,1
12168,New York,1
12169,New York,1
12170,New York,1
12172,New York,1
12173,New York,1
12174,New York,1
12175,New York,1
12176,New York,1
12177,New York,1
12180,New York,1
12181,New York,1
12182,New York,1
12183,New York,1
12184,New York,1
12185,New York,1
12186,New York,1
12187,New York,1
12188,New York,1
12189,New York,1
12190,New York,1
12192,New York,1
12193,New York,1
12194,New York,1
12195,New York,1
12196,New York,1
12197,New York,1
12198,New York,1
1220,Massachusetts,1
12201,New York,1
12202,New York,1
12203,New York,1
12204,New York,1
12205,New York,1
12206,New York,1
12207,New York,1
12208,New York,1
12209,New York,1
12210,New York,1
12211,New York,1
12212,New York,1
12214,New York,1
1222,Massachusetts,1
12220,New York,1
12222,New York,1
12223,New York,1
12224,New York,1
12225,New York,1
12226,New York,1
12227,New York,1
12228,New York,1
12229,New York,1
1223,Massachusetts,1
12230,New York,1
12231,New York,1
12232,New York,1
12233,New York,1
12234,New York,1
12235,New York,1
12236,New York,1
12237,New York,1
12238,New York,1
12239,New York,1
1224,Massachusetts,1
12240,New York,1
12241,New York,1
12242,New York,1
12243,New York,1
12244,New York,1
12245,New York,1
12246,New York,1
12247,New York,1
12248,New York,1
12249,New York,1
1225,Massachusetts,1
12250,New York,1
12255,New York,1
12257,New York,1
1226,Massachusetts,1
12260,New York,1
12261,New York,1
1227,Massachusetts,1
12288,New York,1
1229,Massachusetts,1
1230,Massachusetts,1
12301,New York,1
12302,New York,1
12303,New York,1
12304,New York,1
12305,New York,1
12306,New York,1
12307,New York,1
12308,New York,1
12309,New York,1
12325,New York,1
12345,New York,1
1235,Massachusetts,1
1236,Massachusetts,1
1237,Massachusetts,1
1238,Massachusetts,1
1240,Massachusetts,1
12401,New York,1
12402,New York,1
12404,New York,1
12405,New York,1
12406,New York,1
12407,New York,1
12409,New York,1
12410,New York,1
12411,New York,1
12412,New York,1
12413,New York,1
12414,New York,1
12416,New York,1
12417,New York,1
12418,New York,1
12419,New York,1
1242,Massachusetts,1
12420,New York,1
12421,New York,1
12422,New York,1
12423,New York,1
12424,New York,1
12427,New York,1
12428,New York,1
12429,New York,1
1243,Massachusetts,1
12430,New York,1
12431,New York,1
12432,New York,1
12433,New York,1
12434,New York,1
12435,New York,1
12436,New York,1
12438,New York,1
12439,New York,1
1244,Massachusetts,1
12440,New York,1
12441,New York,1
12442,New York,1
12443,New York,1
12444,New York,1
12446,New York,1
12448,New York,1
12449,New York,1
1245,Massachusetts,1
12450,New York,1
12451,New York,1
12452,New York,1
12453,New York,1
12454,New York,1
12455,New York,1
12456,New York,1
12457,New York,1
12458,New York,1
12459,New York,1
12460,New York,1
12461,New York,1
12463,New York,1
12464,New York,1
12465,New York,1
12466,New York,1
12468,New York,1
12469,New York,1
1247,Massachusetts,1
12470,New York,1
12471,New York,1
12472,New York,1
12473,New York,1
12474,New York,1
12475,New York,1
12477,New York,1
12480,New York,1
12481,New York,1
12482,New York,1
12483,New York,1
12484,New York,1
12485,New York,1
12486,New York,1
12487,New York,1
12489,New York,1
12490,New York,1
12491,New York,1
12492,New York,1
12493,New York,1
12494,New York,1
12495,New York,1
12496,New York,1
12498,New York,1
12501,New York,1
12502,New York,1
12503,New York,1
12504,New York,1
12506,New York,1
12507,New York,1
12508,New York,1
12510,New York,1
12511,New York,1
12512,New York,1
12513,New York,1
12514,New York,1
12515,New York,1
12516,New York,1
12517,New York,1
12518,New York,1
1252,Massachusetts,1
12520,New York,1
12521,New York,1
12522,New York,1
12523,New York,1
12524,New York,1
12525,New York,1
12526,New York,1
12527,New York,1
12528,New York,1
12529,New York,1
1253,Massachusetts,1
12530,New York,1
12531,New York,1
12533,New York,1
12534,New York,1
12537,New York,1
12538,New York,1
1254,Massachusetts,1
12540,New York,1
12541,New York,1
12542,New York,1
12543,New York,1
12544,New York,1
12545,New York,1
12546,New York,1
12547,New York,1
12548,New York,1
12549,New York,1
1255,Massachusetts,1
12550,New York,1
12551,New York,1
12552,New York,1
12553,New York,1
12555,New York,1
1256,Massachusetts,1
12561,New York,1
12563,New York,1
12564,New York,1
12565,New York,1
12566,New York,1
12567,New York,1
12568,New York,1
12569,New York,1
1257,Massachusetts,1
12570,New York,1
12571,New York,1
12572,New York,1
12574,New York,1
12575,New York,1
12577,New York,1
12578,New York,1
1258,Massachusetts,1
12580,New York,1
12581,New York,1
12582,New York,1
12583,New York,1
12584,New York,1
12585,New York,1
12586,New York,1
12588,New York,1
12589,New York,1
1259,Massachusetts,1
12590,New York,1
12592,New York,1
12594,New York,1
1260,Massachusetts,1
12601,New York,1
12602,New York,1
12603,New York,1
12604,New York,1
1262,Massachusetts,1
1263,Massachusetts,1
1264,Massachusetts,1
1266,Massachusetts,1
1267,Massachusetts,1
1270,Massachusetts,1
12701,New York,1
12719,New York,1
12720,New York,1
12721,New York,1
12722,New York,1
12723,New York,1
12724,New York,1
12725,New York,1
12726,New York,1
12727,New York,1
12729,New York,1
12732,New York,1
12733,New York,1
12734,New York,1
12736,New York,1
12737,New York,1
12738,New York,1
12740,New York,1
12741,New York,1
12742,New York,1
12743,New York,1
12745,New York,1
12746,New York,1
12747,New York,1
12748,New York,1
12749,New York,1
12750,New York,1
12751,New York,1
12752,New York,1
12754,New York,1
12758,New York,1
12759,New York,1
12760,New York,1
12762,New York,1
12763,New York,1
12764,New York,1
12765,New York,1
12766,New York,1
12767,New York,1
12768,New York,1
12769,New York,1
12770,New York,1
12771,New York,1
12775,New York,1
12776,New York,1
12777,New York,1
12778,New York,1
12779,New York,1
12780,New York,1
12781,New York,1
12783,New York,1
12784,New York,1
12785,New York,1
12786,New York,1
12787,New York,1
12788,New York,1
12789,New York,1
12790,New York,1
12791,New York,1
12792,New York,1
12801,New York,1
12803,New York,1
12804,New York,1
12808,New York,1
12809,New York,1
12810,New York,1
12811,New York,1
12812,New York,1
12814,New York,1
12815,New York,1
12816,New York,1
12817,New York,1
12819,New York,1
12820,New York,1
12821,New York,1
12822,New York,1
12823,New York,1
12824,New York,1
12827,New York,1
12828,New York,1
12831,New York,1
12832,New York,1
12833,New York,1
12834,New York,1
12835,New York,1
12836,New York,1
12837,New York,1
12838,New York,1
12839,New York,1
12841,New York,1
12842,New York,1
12843,New York,1
12844,New York,1
12845,New York,1
12846,New York,1
12847,New York,1
12848,New York,1
12849,New York,1
12850,New York,1
12851,New York,1
12852,New York,1
12853,New York,1
12854,New York,1
12855,New York,1
12856,New York,1
12857,New York,1
12858,New York,1
12859,New York,1
12860,New York,1
12861,New York,1
12862,New York,1
12863,New York,1
12864,New York,1
12865,New York,1
12866,New York,1
12870,New York,1
12871,New York,1
12872,New York,1
12873,New York,1
12874,New York,1
12878,New York,1
12879,New York,1
12883,New York,1
12884,New York,1
12885,New York,1
12886,New York,1
12887,New York,1
12901,New York,1
12903,New York,1
12910,New York,1
12911,New York,1
12912,New York,1
12913,New York,1
12914,New York,1
12915,New York,1
12916,New York,1
12917,New York,1
12918,New York,1
12919,New York,1
12920,New York,1
12921,New York,1
12922,New York,1
12923,New York,1
12924,New York,1
12926,New York,1
12927,New York,1
12928,New York,1
12929,New York,1
12930,New York,1
12932,New York,1
12933,New York,1
12934,New York,1
12935,New York,1
12936,New York,1
12937,New York,1
12939,New York,1
12941,New York,1
12942,New York,1
12943,New York,1
12944,New York,1
12945,New York,1
12946,New York,1
12949,New York,1
12950,New York,1
12952,New York,1
12953,New York,1
12955,New York,1
12956,New York,1
12957,New York,1
12958,New York,1
12959,New York,1
12960,New York,1
12961,New York,1
12962,New York,1
12964,New York,1
12965,New York,1
12966,New York,1
12967,New York,1
12969,New York,1
12970,New York,1
12972,New York,1
12973,New York,1
12974,New York,1
12975,New York,1
12976,New York,1
12977,New York,1
12978,New York,1
12979,New York,1
12980,New York,1
12981,New York,1
12983,New York,1
12985,New York,1
12986,New York,1
12987,New York,1
12989,New York,1
12992,New York,1
12993,New York,1
12995,New York,1
12996,New York,1
12997,New York,1
12998,New York,1
1301,Massachusetts,1
1302,Massachusetts,1
13020,New York,1
13021,New York,1
13022,New York,1
13024,New York,1
13026,New York,1
13027,New York,1
13028,New York,1
13029,New York,1
13030,New York,1
13031,New York,1
13032,New York,1
13033,New York,1
13034,New York,1
13035,New York,1
13036,New York,1
13037,New York,1
13039,New York,1
13040,New York,1
13041,New York,1
13042,New York,1
13043,New York,1
13044,New York,1
13045,New York,1
13051,New York,1
13052,New York,1
13053,New York,1
13054,New York,1
13056,New York,1
13057,New York,1
13060,New York,1
13061,New York,1
13062,New York,1
13063,New York,1
13064,New York,1
13065,New York,1
13066,New York,1
13068,New York,1
13069,New York,1
13071,New York,1
13072,New York,1
13073,New York,1
13074,New York,1
13076,New York,1
13077,New York,1
13078,New York,1
13080,New York,1
13081,New York,1
13082,New York,1
13083,New York,1
13084,New York,1
13087,New York,1
13088,New York,1
13089,New York,1
13090,New York,1
13092,New York,1
13093,New York,1
13101,New York,1
13102,New York,1
13103,New York,1
13104,New York,1
13107,New York,1
13108,New York,1
13110,New York,1
13111,New York,1
13112,New York,1
13113,New York,1
13114,New York,1
13115,New York,1
13116,New York,1
13117,New York,1
13118,New York,1
13119,New York,1
13120,New York,1
13121,New York,1
13122,New York,1
13123,New York,1
13124,New York,1
13126,New York,1
13131,New York,1
13132,New York,1
13134,New York,1
13135,New York,1
13136,New York,1
13137,New York,1
13138,New York,1
13139,New York,1
13140,New York,1
13141,New York,1
13142,New York,1
13143,New York,1
13144,New York,1
13145,New York,1
13146,New York,1
13147,New York,1
13148,New York,1
13152,New York,1
13153,New York,1
13154,New York,1
13155,New York,1
13156,New York,1
13157,New York,1
13158,New York,1
13159,New York,1
13160,New York,1
13162,New York,1
13163,New York,1
13164,New York,1
13165,New York,1
13166,New York,1
13167,New York,1
13201,New York,1
13202,New York,1
13203,New York,1
13204,New York,1
13205,New York,1
13206,New York,1
13207,New York,1
13208,New York,1
13209,New York,1
13210,New York,1
13211,New York,1
13212,New York,1
13214,New York,1
13215,New York,1
13217,New York,1
13218,New York,1
13219,New York,1
13220,New York,1
13221,New York,1
13224,New York,1
13225,New York,1
13235,New York,1
13244,New York,1
13250,New York,1
13251,New York,1
13252,New York,1
13261,New York,1
1330,Massachusetts,1
13301,New York,1
13302,New York,1
13303,New York,1
13304,New York,1
13305,New York,1
13308,New York,1
13309,New York,1
1331,Massachusetts,1
13310,New York,1
13312,New York,1
13313,New York,1
13314,New York,1
13315,New York,1
13316,New York,1
13317,New York,1
13318,New York,1
13319,New York,1
13320,New York,1
13321,New York,1
13322,New York,1
13323,New York,1
13324,New York,1
13325,New York,1
13326,New York,1
13327,New York,1
13328,New York,1
13329,New York,1
13331,New York,1
13332,New York,1
13333,New York,1
13334,New York,1
13335,New York,1
13337,New York,1
13338,New York,1
13339,New York,1
13340,New York,1
13341,New York,1
13342,New York,1
13343,New York,1
13345,New York,1
13346,New York,1
13348,New York,1
13350,New York,1
13352,New York,1
13353,New York,1
13354,New York,1
13355,New York,1
13357,New York,1
13360,New York,1
13361,New York,1
13362,New York,1
13363,New York,1
13364,New York,1
13365,New York,1
13367,New York,1
13368,New York,1
1337,Massachusetts,1
1338,Massachusetts,1
1339,Massachusetts,1
1340,Massachusetts,1
13401,New York,1
13402,New York,1
13403,New York,1
13404,New York,1
13406,New York,1
13407,New York,1
13408,New York,1
13409,New York,1
1341,Massachusetts,1
13410,New York,1
13411,New York,1
13413,New York,1
13415,New York,1
13416,New York,1
13417,New York,1
13418,New York,1
1342,Massachusetts,1
13420,New York,1
13421,New York,1
13424,New York,1
13425,New York,1
13426,New York,1
13428,New York,1
1343,Massachusetts,1
13431,New York,1
13433,New York,1
13435,New York,1
13436,New York,1
13437,New York,1
13438,New York,1
13439,New York,1
1344,Massachusetts,1
13440,New York,1
13441,New York,1
13442,New York,1
13449,New York,1
13450,New York,1
13452,New York,1
13454,New York,1
13455,New York,1
13456,New York,1
13457,New York,1
13459,New York,1
1346,Massachusetts,1
13460,New York,1
13461,New York,1
13464,New York,1
13465,New York,1
13468,New York,1
13469,New York,1
1347,Massachusetts,1
13470,New York,1
13471,New York,1
13472,New York,1
13473,New York,1
13475,New York,1
13476,New York,1
13477,New York,1
13478,New York,1
13479,New York,1
13480,New York,1
13482,New York,1
13483,New York,1
13484,New York,1
13485,New York,1
13486,New York,1
13488,New York,1
13489,New York,1
1349,Massachusetts,1
13490,New York,1
13491,New York,1
13492,New York,1
13493,New York,1
13494,New York,1
13495,New York,1
1350,Massachusetts,1
13501,New York,1
13502,New York,1
13503,New York,1
13504,New York,1
13505,New York,1
1351,Massachusetts,1
1354,Massachusetts,1
1355,Massachusetts,1
13599,New York,1
1360,Massachusetts,1
13601,New York,1
13602,New York,1
13603,New York,1
13605,New York,1
13606,New York,1
13607,New York,1
13608,New York,1
13611,New York,1
13612,New York,1
13613,New York,1
13614,New York,1
13615,New York,1
13616,New York,1
13617,New York,1
13618,New York,1
13619,New York,1
13620,New York,1
13621,New York,1
13622,New York,1
13623,New York,1
13624,New York,1
13625,New York,1
13626,New York,1
13627,New York,1
13628,New York,1
13630,New York,1
13631,New York,1
13632,New York,1
13633,New York,1
13634,New York,1
13635,New York,1
13636,New York,1
13637,New York,1
13638,New York,1
13639,New York,1
1364,Massachusetts,1
13640,New York,1
13641,New York,1
13642,New York,1
13643,New York,1
13645,New York,1
13646,New York,1
13647,New York,1
13648,New York,1
13649,New York,1
13650,New York,1
13651,New York,1
13652,New York,1
13654,New York,1
13655,New York,1
13656,New York,1
13657,New York,1
13658,New York,1
13659,New York,1
1366,Massachusetts,1
13660,New York,1
13661,New York,1
