puma_id,puma_name,zipcode
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35543
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35564
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35571
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35581
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35582
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35585
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35593
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35610
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35616
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35617
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35630
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35631
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35632
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35633
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35634
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35645
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35646
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35648
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35652
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35653
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35654
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35660
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35661
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35662
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35674
100100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",35677
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35611
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35612
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35613
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35614
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35615
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35620
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35647
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35649
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35671
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35739
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35741
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35742
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35749
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35750
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35756
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35759
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35761
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35767
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35773
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35808
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35809
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35811
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35812
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35813
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35824
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35894
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35897
100200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),35898
100301,Huntsville (North) & Madison (East) Cities,35757
100301,Huntsville (North) & Madison (East) Cities,35758
100301,Huntsville (North) & Madison (East) Cities,35762
100301,Huntsville (North) & Madison (East) Cities,35806
100301,Huntsville (North) & Madison (East) Cities,35810
100301,Huntsville (North) & Madison (East) Cities,35814
100301,Huntsville (North) & Madison (East) Cities,35816
100301,Huntsville (North) & Madison (East) Cities,35896
100301,Huntsville (North) & Madison (East) Cities,35899
100302,Huntsville City (Central & South),35801
100302,Huntsville City (Central & South),35802
100302,Huntsville City (Central & South),35803
100302,Huntsville City (Central & South),35804
100302,Huntsville City (Central & South),35805
100302,Huntsville City (Central & South),35807
100302,Huntsville City (Central & South),35815
100302,Huntsville City (Central & South),35893
100302,Huntsville City (Central & South),35895
100400,DeKalb & Jackson Counties,35740
100400,DeKalb & Jackson Counties,35744
100400,DeKalb & Jackson Counties,35745
100400,DeKalb & Jackson Counties,35746
100400,DeKalb & Jackson Counties,35751
100400,DeKalb & Jackson Counties,35752
100400,DeKalb & Jackson Counties,35764
100400,DeKalb & Jackson Counties,35765
100400,DeKalb & Jackson Counties,35766
100400,DeKalb & Jackson Counties,35768
100400,DeKalb & Jackson Counties,35769
100400,DeKalb & Jackson Counties,35771
100400,DeKalb & Jackson Counties,35772
100400,DeKalb & Jackson Counties,35774
100400,DeKalb & Jackson Counties,35776
100400,DeKalb & Jackson Counties,35958
100400,DeKalb & Jackson Counties,35961
100400,DeKalb & Jackson Counties,35962
100400,DeKalb & Jackson Counties,35963
100400,DeKalb & Jackson Counties,35966
100400,DeKalb & Jackson Counties,35967
100400,DeKalb & Jackson Counties,35968
100400,DeKalb & Jackson Counties,35971
100400,DeKalb & Jackson Counties,35974
